class_name,source_image_name,output_image_name,source_image_path,source_label_path,output_image_path,output_label_path,domain_score,normalized_domain_score,diversity_score,normalized_diversity_score,final_score,selected_rank,feature_backbone,selection_method
D00,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001313_prompt08_seed4689950010884818775_00001_.txt,0.7836386,0.45056331157684326,0.3006807565689087,0.5865938663482666,0.5185785889625549,46,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt12_seed6104663163714790175_00001_.txt,0.771688,0.3045210838317871,0.3547285199165344,0.7229324579238892,0.5137267708778381,47,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.txt,0.7760164,0.357416570186615,0.33259445428848267,0.6670979857444763,0.5122572779655457,48,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_000674_prompt11_seed1651678556440420983_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000674_prompt11_seed1651678556440420983_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt11_seed1651678556440420983_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt11_seed1651678556440420983_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt11_seed1651678556440420983_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000674_prompt11_seed1651678556440420983_00001_.txt,0.7854637,0.47286683320999146,0.2779903709888458,0.5293560028076172,0.5011113882064819,49,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D00,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt12_seed3997780791318530465_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt12_seed3997780791318530465_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt12_seed3997780791318530465_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt12_seed3997780791318530465_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt12_seed3997780791318530465_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt12_seed3997780791318530465_00001_.txt,0.7827478,0.4396774172782898,0.29078811407089233,0.5616390705108643,0.5006582736968994,50,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.txt,0.8618963,1.0,0.0,0.0,1.0,1,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.txt,0.8424775,0.8688361644744873,0.7200055122375488,0.9912034869194031,0.9300198554992676,2,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt03_seed1159163098349168358_00001_.txt,0.86167157,0.9984822273254395,0.5448909997940063,0.9416776299476624,0.9700798988342285,3,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001774_prompt03_seed94559142635756015_00001_.txt,0.86072063,0.9920591711997986,0.49226856231689453,0.8423850536346436,0.9172221422195435,4,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt08_seed4021736727302820252_00001_.txt,0.8278301,0.769900381565094,0.5418837070465088,0.9535526037216187,0.8617265224456787,5,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt03_seed7011921410183949160_00001_.txt,0.82357633,0.7411684989929199,0.5265079140663147,0.9345167279243469,0.837842583656311,6,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.txt,0.8000884,0.5825196504592896,0.5446553230285645,1.0,0.7912598252296448,7,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt06_seed8415491316322394751_00001_.txt,0.8085004,0.6393383741378784,0.47288697957992554,0.94059818983078,0.7899682521820068,8,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.txt,0.778777,0.43857210874557495,0.469127893447876,0.980222761631012,0.7093974351882935,9,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000479_prompt08_seed4215758701326320658_00001_.txt,0.7894246,0.510491132736206,0.41706329584121704,0.887668251991272,0.699079692363739,10,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000450_prompt09_seed625559649556745741_00001_.txt,0.78311276,0.4678579270839691,0.4192541539669037,0.9149195551872253,0.691388726234436,11,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000730_prompt01_seed8506937678812907797_00001_.png,D10_D10_transverse_crack_China_MotorBike_000730_prompt01_seed8506937678812907797_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt01_seed8506937678812907797_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt01_seed8506937678812907797_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt01_seed8506937678812907797_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt01_seed8506937678812907797_00001_.txt,0.78201485,0.46044206619262695,0.3942018747329712,0.9025817513465881,0.6815118789672852,12,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001110_prompt02_seed1327742821513722596_00001_.txt,0.84228873,0.8675611615180969,0.2520468831062317,0.4826352596282959,0.675098180770874,13,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000114_prompt02_seed3605433240395039577_00001_.png,D10_D10_transverse_crack_China_MotorBike_000114_prompt02_seed3605433240395039577_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000114_prompt02_seed3605433240395039577_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000114_prompt02_seed3605433240395039577_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000114_prompt02_seed3605433240395039577_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000114_prompt02_seed3605433240395039577_00001_.txt,0.7797783,0.44533535838127136,0.3922760486602783,0.8968925476074219,0.6711139678955078,14,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000479_prompt01_seed8969677769122813837_00001_.png,D10_D10_transverse_crack_China_MotorBike_000479_prompt01_seed8969677769122813837_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000479_prompt01_seed8969677769122813837_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000479_prompt01_seed8969677769122813837_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000479_prompt01_seed8969677769122813837_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000479_prompt01_seed8969677769122813837_00001_.txt,0.79765743,0.5660996437072754,0.3434501588344574,0.7526537775993347,0.6593767404556274,15,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt04_seed588271803379077475_00001_.txt,0.7652186,0.346992164850235,0.38564613461494446,0.8773068189620972,0.6121494770050049,16,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_001135_prompt01_seed9028864150623597849_00001_.png,D10_D10_transverse_crack_China_MotorBike_001135_prompt01_seed9028864150623597849_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt01_seed9028864150623597849_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt01_seed9028864150623597849_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt01_seed9028864150623597849_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt01_seed9028864150623597849_00001_.txt,0.7914263,0.5240116119384766,0.31636160612106323,0.6726303100585938,0.5983209609985352,17,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt06_seed6875869865598543621_00001_.txt,0.76788056,0.36497223377227783,0.35735225677490234,0.8052926659584045,0.5851324796676636,18,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000450_prompt08_seed1529932453293278634_00001_.png,D10_D10_transverse_crack_China_MotorBike_000450_prompt08_seed1529932453293278634_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000450_prompt08_seed1529932453293278634_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000450_prompt08_seed1529932453293278634_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000450_prompt08_seed1529932453293278634_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000450_prompt08_seed1529932453293278634_00001_.txt,0.76763433,0.3633090853691101,0.3525540828704834,0.7909114956855774,0.5771102905273438,19,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000096_prompt07_seed3653854338827434968_00001_.png,D10_D10_transverse_crack_China_MotorBike_000096_prompt07_seed3653854338827434968_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt07_seed3653854338827434968_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt07_seed3653854338827434968_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt07_seed3653854338827434968_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt07_seed3653854338827434968_00001_.txt,0.78035545,0.4492337107658386,0.32306787371635437,0.7025352120399475,0.5758844614028931,20,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000432_prompt09_seed7066966685636285018_00001_.png,D10_D10_transverse_crack_China_MotorBike_000432_prompt09_seed7066966685636285018_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000432_prompt09_seed7066966685636285018_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000432_prompt09_seed7066966685636285018_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000432_prompt09_seed7066966685636285018_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000432_prompt09_seed7066966685636285018_00001_.txt,0.7360482,0.1499611735343933,0.42231518030166626,1.0,0.574980616569519,21,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000730_prompt08_seed2276027188396835474_00001_.png,D10_D10_transverse_crack_China_MotorBike_000730_prompt08_seed2276027188396835474_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt08_seed2276027188396835474_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt08_seed2276027188396835474_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000730_prompt08_seed2276027188396835474_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000730_prompt08_seed2276027188396835474_00001_.txt,0.7607217,0.3166176974773407,0.3515535295009613,0.9971596002578735,0.6568886637687683,22,lpips_alex,Greedy Farthest Point Sampling with Quality Score
D10,D10_D10_transverse_crack_China_MotorBike_000102_prompt01_seed3920356822779584787_00001_.png,D10_D10_transverse_crack_China_MotorBike_000102_prompt01_seed3920356822779584787_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000102_prompt01_seed3920356822779584787_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000102_prompt01_seed3920356822779584787_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/images/D10_D10_transverse_crack_China_MotorBike_000102_prompt01_seed3920356822779584787_00001_.png,/root/autodl-tmp/road_damage_exp/screening/final_ours_200/labels/D10_D10_transverse_crack_China_MotorBike_000102_prompt01_seed3920356822779584787_00001_.txt,0.7566699,0.28924983739852905,0.32834240794181824,0.9271038770675659,0.6081768274307251,23,lpips_alex,Greedy Farthest Point Sampling with Quality Score
