class_name,source_image_name,output_image_name,source_image_path,source_label_path,output_image_path,output_label_path,selected_rank,selection_method,seed
D00,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt01_seed3231969582762089424_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt01_seed3231969582762089424_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt01_seed3231969582762089424_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt01_seed3231969582762089424_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt01_seed3231969582762089424_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt01_seed3231969582762089424_00001_.txt,32,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt08_seed2161265634315456482_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt08_seed2161265634315456482_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt08_seed2161265634315456482_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt08_seed2161265634315456482_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt08_seed2161265634315456482_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt08_seed2161265634315456482_00001_.txt,33,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt01_seed6016884435000876466_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt01_seed6016884435000876466_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt01_seed6016884435000876466_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt01_seed6016884435000876466_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt01_seed6016884435000876466_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt01_seed6016884435000876466_00001_.txt,34,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt02_seed4600043851489037440_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001901_prompt02_seed4600043851489037440_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt02_seed4600043851489037440_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt02_seed4600043851489037440_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt02_seed4600043851489037440_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001901_prompt02_seed4600043851489037440_00001_.txt,35,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt03_seed8843442916409366243_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001865_prompt03_seed8843442916409366243_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt03_seed8843442916409366243_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt03_seed8843442916409366243_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt03_seed8843442916409366243_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001865_prompt03_seed8843442916409366243_00001_.txt,36,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000725_prompt06_seed2816105813927788419_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000725_prompt06_seed2816105813927788419_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt06_seed2816105813927788419_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt06_seed2816105813927788419_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt06_seed2816105813927788419_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000725_prompt06_seed2816105813927788419_00001_.txt,37,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt02_seed4674731506285355408_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000274_prompt02_seed4674731506285355408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt02_seed4674731506285355408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt02_seed4674731506285355408_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt02_seed4674731506285355408_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000274_prompt02_seed4674731506285355408_00001_.txt,38,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt09_seed8697572488997172652_00001_.txt,39,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt04_seed6709197947235096384_00001_.txt,40,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt11_seed4706263469844853099_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000623_prompt11_seed4706263469844853099_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt11_seed4706263469844853099_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt11_seed4706263469844853099_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt11_seed4706263469844853099_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000623_prompt11_seed4706263469844853099_00001_.txt,41,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt02_seed2537694782285288948_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000364_prompt02_seed2537694782285288948_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt02_seed2537694782285288948_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt02_seed2537694782285288948_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt02_seed2537694782285288948_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000364_prompt02_seed2537694782285288948_00001_.txt,42,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt03_seed3912479125092515867_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001013_prompt03_seed3912479125092515867_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt03_seed3912479125092515867_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt03_seed3912479125092515867_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt03_seed3912479125092515867_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001013_prompt03_seed3912479125092515867_00001_.txt,43,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000157_prompt11_seed7420840032152225979_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000157_prompt11_seed7420840032152225979_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt11_seed7420840032152225979_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt11_seed7420840032152225979_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt11_seed7420840032152225979_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000157_prompt11_seed7420840032152225979_00001_.txt,44,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000712_prompt11_seed1662571755159229520_00001_.txt,45,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt08_seed6509594372909881720_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000526_prompt08_seed6509594372909881720_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt08_seed6509594372909881720_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt08_seed6509594372909881720_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt08_seed6509594372909881720_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000526_prompt08_seed6509594372909881720_00001_.txt,46,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt08_seed7095881833282723485_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000551_prompt08_seed7095881833282723485_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt08_seed7095881833282723485_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt08_seed7095881833282723485_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt08_seed7095881833282723485_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000551_prompt08_seed7095881833282723485_00001_.txt,47,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000224_prompt01_seed8313467228094346550_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000224_prompt01_seed8313467228094346550_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000224_prompt01_seed8313467228094346550_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000224_prompt01_seed8313467228094346550_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000224_prompt01_seed8313467228094346550_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000224_prompt01_seed8313467228094346550_00001_.txt,48,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt03_seed2089746339203728333_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_001445_prompt03_seed2089746339203728333_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt03_seed2089746339203728333_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt03_seed2089746339203728333_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt03_seed2089746339203728333_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_001445_prompt03_seed2089746339203728333_00001_.txt,49,class_balanced_random_sampling,42
D00,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt10_seed5193649382915790469_00001_.png,D00_D00_longitudinal_crack_China_MotorBike_000486_prompt10_seed5193649382915790469_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt10_seed5193649382915790469_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D00/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt10_seed5193649382915790469_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt10_seed5193649382915790469_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D00_D00_longitudinal_crack_China_MotorBike_000486_prompt10_seed5193649382915790469_00001_.txt,50,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000114_prompt12_seed1279392291757440382_00001_.png,D10_D10_transverse_crack_China_MotorBike_000114_prompt12_seed1279392291757440382_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000114_prompt12_seed1279392291757440382_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000114_prompt12_seed1279392291757440382_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000114_prompt12_seed1279392291757440382_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000114_prompt12_seed1279392291757440382_00001_.txt,1,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000803_prompt11_seed206838758213239619_00001_.png,D10_D10_transverse_crack_China_MotorBike_000803_prompt11_seed206838758213239619_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt11_seed206838758213239619_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt11_seed206838758213239619_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt11_seed206838758213239619_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt11_seed206838758213239619_00001_.txt,2,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_001135_prompt09_seed2860790161388822707_00001_.txt,3,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000889_prompt02_seed8790887466019188740_00001_.png,D10_D10_transverse_crack_China_MotorBike_000889_prompt02_seed8790887466019188740_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt02_seed8790887466019188740_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt02_seed8790887466019188740_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt02_seed8790887466019188740_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt02_seed8790887466019188740_00001_.txt,4,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt01_seed2632788402067224851_00001_.txt,5,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_001286_prompt03_seed5101001299884561223_00001_.png,D10_D10_transverse_crack_China_MotorBike_001286_prompt03_seed5101001299884561223_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt03_seed5101001299884561223_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt03_seed5101001299884561223_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt03_seed5101001299884561223_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt03_seed5101001299884561223_00001_.txt,6,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_001286_prompt02_seed3673264772762070066_00001_.png,D10_D10_transverse_crack_China_MotorBike_001286_prompt02_seed3673264772762070066_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt02_seed3673264772762070066_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt02_seed3673264772762070066_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_001286_prompt02_seed3673264772762070066_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_001286_prompt02_seed3673264772762070066_00001_.txt,7,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000530_prompt11_seed39305658339232629_00001_.txt,8,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000803_prompt08_seed188800194484622347_00001_.txt,9,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000326_prompt07_seed7535965853008832485_00001_.png,D10_D10_transverse_crack_China_MotorBike_000326_prompt07_seed7535965853008832485_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt07_seed7535965853008832485_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt07_seed7535965853008832485_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000326_prompt07_seed7535965853008832485_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000326_prompt07_seed7535965853008832485_00001_.txt,10,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000889_prompt08_seed1754984552243511992_00001_.png,D10_D10_transverse_crack_China_MotorBike_000889_prompt08_seed1754984552243511992_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt08_seed1754984552243511992_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt08_seed1754984552243511992_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000889_prompt08_seed1754984552243511992_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000889_prompt08_seed1754984552243511992_00001_.txt,11,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000102_prompt07_seed7577577129102126608_00001_.png,D10_D10_transverse_crack_China_MotorBike_000102_prompt07_seed7577577129102126608_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000102_prompt07_seed7577577129102126608_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000102_prompt07_seed7577577129102126608_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000102_prompt07_seed7577577129102126608_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000102_prompt07_seed7577577129102126608_00001_.txt,12,class_balanced_random_sampling,42
D10,D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/four_class_structure_candidates/D10/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.txt,/root/autodl-tmp/road_damage_exp/screening/random_200/images/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.png,/root/autodl-tmp/road_damage_exp/screening/random_200/labels/D10_D10_transverse_crack_China_MotorBike_000096_prompt13_seed356721777961627491_00001_.txt,13,class_balanced_random_sampling,42
